# Names as the emulator reads them out of the romset, with the region it states.
# 'check' rows are where your label shares no word with the emulator's.
romset	your label	game	region	suggested name	class
kamenrid.zip	Masked Riders Club Battle Race	Masked Riders Club Battle Race / Kamen Rider Club Battle Racer	—	Masked Riders Club Battle Race / Kamen Rider Club Battle Racer	alias
karatblz.zip	Karate Blazers	Karate Blazers (set 1)	World	Karate Blazers (set 1) (World)	alias
karianx.zip	Karian Cross	Karian Cross (Rev. 1.0)	—	Karian Cross (Rev. 1.0)	alias
karnov.zip	Karnov (US, rev 6)	Karnov (rev 6)	USA	Karnov (rev 6) (USA)	alias
karnovr.zip	Fighter's History Dynamite	Karnov's Revenge / Fighter's History Dynamite	—	Karnov's Revenge / Fighter's History Dynamite	alias
kazan.zip	Ninja Kazan	Ninja Kazan	World	Ninja Kazan (World)	alias
kbash2.zip	Knuckle Bash 2	Knuckle Bash 2 (bootleg)	—	Knuckle Bash 2 (bootleg)	alias
kchamp.zip	Karate Champ	Karate Champ	USA	Karate Champ (USA)	alias
kengo.zip	Lightning Swords	Ken-Go	World	Ken-Go (World)	check
keroppi.zip	Kero Kero Keroppi's Let's Play Together	Kero Kero Keroppi's Let's Play Together (Version 2.0)	USA	Kero Kero Keroppi's Let's Play Together (Version 2.0) (USA)	alias
ket.zip	Ketsui: Kizuna Jigoku Tachi	Ketsui: Kizuna Jigoku Tachi (2003/01/01. Master Ver.)	—	Ketsui: Kizuna Jigoku Tachi (2003/01/01. Master Ver.)	alias
kf2k3pcb.zip	The King of Fighters 2003	The King of Fighters 2003 (JAMMA PCB)	Japan	The King of Fighters 2003 (JAMMA PCB) (Japan)	alias
kickgoal.zip	Kick Goal	Kick Goal (set 1)	—	Kick Goal (set 1)	alias
kicknrun.zip	Kick And Run	Kick and Run	World	Kick and Run (World)	alias
kickoff.zip	Kick Off	Kick Off: Jaleco Cup	Japan	Kick Off: Jaleco Cup (Japan)	alias
kidniki.zip	Kid Niki - Radical Ninja	Kid Niki - Radical Ninja	World	Kid Niki - Radical Ninja (World)	alias
kikcubic.zip	Kickle Cubicle / Meikyu Jima	Meikyu Jima	Japan	Meikyu Jima (Japan)	alias
kikstart.zip	Kick Start - Wheelie King	Kick Start: Wheelie King	—	Kick Start: Wheelie King	alias
killbld.zip	The Killing Blade	The Killing Blade / Ao Jian Kuang Dao (ver. 109, Chinese Board)	—	The Killing Blade / Ao Jian Kuang Dao (ver. 109, Chinese Board)	alias
killbldp.zip	The Killing Blade Plus	The Killing Blade Plus / Ao Jian Kuang Dao Jiaqiang Ban (ver. 300)	China	The Killing Blade Plus / Ao Jian Kuang Dao Jiaqiang Ban (ver. 300) (China)	alias
kingball.zip	King & Balloon	King & Balloon	USA	King & Balloon (USA)	alias
kingofb.zip	Ring King	King of Boxer	World	King of Boxer (World)	alias
kizuna.zip	Kizuna Encounter - Super Tag Battle	Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle	—	Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle	alias
klondkp.zip	Klondike+	KlonDike+	—	KlonDike+	alias
knckhead.zip	Knuckle Heads	Knuckle Heads	World	Knuckle Heads (World)	alias
kncljoe.zip	Knuckle Joe	Knuckle Joe (set 1)	—	Knuckle Joe (set 1)	alias
kngtmare.zip	Knightmare	Knightmare (prototype)	—	Knightmare (prototype)	alias
knights.zip	Knights of the Round	Knights of the Round (World 911127)	—	Knights of the Round (World 911127)	alias
kod.zip	The King of Dragons	The King of Dragons (World 910805)	—	The King of Dragons (World 910805)	alias
kof2000.zip	The King of Fighters 2000	The King of Fighters 2000 (NGM-2570 ~ NGH-2570)	—	The King of Fighters 2000 (NGM-2570 ~ NGH-2570)	alias
kof2001.zip	The King of Fighters 2001	The King of Fighters 2001 (NGM-262?)	—	The King of Fighters 2001 (NGM-262?)	alias
kof2002.zip	The King of Fighters 2002	The King of Fighters 2002 (NGM-2650 ~ NGH-2650)	—	The King of Fighters 2002 (NGM-2650 ~ NGH-2650)	alias
kof2003.zip	The King of Fighters 2003	The King of Fighters 2003 (NGM-2710, Export)	—	The King of Fighters 2003 (NGM-2710, Export)	alias
kof94.zip	The King of Fighters '94	The King of Fighters '94 (NGM-055 ~ NGH-055)	—	The King of Fighters '94 (NGM-055 ~ NGH-055)	alias
kof95.zip	The King of Fighters '95	The King of Fighters '95 (NGM-084)	—	The King of Fighters '95 (NGM-084)	alias
kof96.zip	The King of Fighters '96	The King of Fighters '96 (NGM-214)	—	The King of Fighters '96 (NGM-214)	alias
kof97.zip	The King of Fighters '97	The King of Fighters '97 (NGM-2320)	—	The King of Fighters '97 (NGM-2320)	alias
kof98.zip	The King of Fighters '98 - The Slugfest	The King of Fighters '98 - The Slugfest / King of Fighters '98 - Dream Match Never Ends (NGM-2420)	—	The King of Fighters '98 - The Slugfest / King of Fighters '98 - Dream Match Never Ends (NGM-2420)	alias
kof99.zip	The King of Fighters '99 : Millennium Battle	The King of Fighters '99 - Millennium Battle (NGM-2510)	—	The King of Fighters '99 - Millennium Battle (NGM-2510)	alias
koikois2.zip	Koi Koi Shimasho 2 - Super Real Hanafuda	Koi Koi Shimasho 2 - Super Real Hanafuda	Japan	Koi Koi Shimasho 2 - Super Real Hanafuda (Japan)	alias
kokoroj.zip	Soreike Kokology	Soreike Kokology (Rev A)	—	Soreike Kokology (Rev A)	alias
konamigt.zip	Konami Gt	Konami GT	—	Konami GT	alias
konek.zip	Konek-gorbunok	Konek-Gorbunok	—	Konek-Gorbunok	alias
kontest.zip	ZZZ(notgame):Konami Test Board	Konami Test Board (GX800)	Japan	Konami Test Board (GX800) (Japan)	alias
korokoro.zip	Koro Koro Quest	Koro Koro Quest	Japan	Koro Koro Quest (Japan)	alias
koshien.zip	Ah Eikou No Koshien	Ah Eikou no Koshien	Japan	Ah Eikou no Koshien (Japan)	alias
kot.zip	Kot-rybolov	Kot-Rybolov (Terminal)	—	Kot-Rybolov (Terminal)	alias
kotm.zip	King of the Monsters	King of the Monsters (set 1)	—	King of the Monsters (set 1)	alias
kotm2.zip	King of the Monsters 2 - The Next Thing	King of the Monsters 2 - The Next Thing (NGM-039 ~ NGH-039)	—	King of the Monsters 2 - The Next Thing (NGM-039 ~ NGH-039)	alias
kov.zip	Knights of Valour	Knights of Valour / San Guo Zhan Ji / Sangoku Senki (ver. 117)	Hong Kong	Knights of Valour / San Guo Zhan Ji / Sangoku Senki (ver. 117) (Hong Kong)	alias
kov2.zip	Knights of Valour 2	Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK)	—	Knights of Valour 2 / Sanguo Zhan Ji 2 / Sangoku Senki 2 (ver. 107, 102, 100HK)	alias
kov2p.zip	Knights of Valour 2 Plus - Nine Dragons	Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN)	—	Knights of Valour 2 Plus - Nine Dragons / Sanguo Zhan Ji 2 Qunxiong Zhengba / Sanguo Zhan Ji 2 Feilong Zai Tian / Sangoku Senki Busyou Souha (ver. M205XX, 200, 100CN)	alias
kovplus.zip	Knights of Valour Plus	Knights of Valour Plus / San Guo Zhan Ji - Zheng Zong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1)	—	Knights of Valour Plus / San Guo Zhan Ji - Zheng Zong Plus / Sangoku Senki Masamune Plus (ver. 119, set 1)	alias
kovsh.zip	Knights of Valour Super Heroes	Knights of Valour Super Heroes / San Guo Zhan Ji - Feng Yun Zai Qi / Sangoku Senki Super Heroes (ver. 104, CN)	—	Knights of Valour Super Heroes / San Guo Zhan Ji - Feng Yun Zai Qi / Sangoku Senki Super Heroes (ver. 104, CN)	alias
kovshp.zip	Knights of Valour Super Heroes Plus	Knights of Valour Super Heroes Plus / San Guo Zhan Ji - Luan Shi Xiao Xiong (ver. 101)	—	Knights of Valour Super Heroes Plus / San Guo Zhan Ji - Luan Shi Xiao Xiong (ver. 101)	alias
kovytzy.zip	Knights of Valour: Yi Tong Zhong Yuan	Knights of Valour Super Heroes / San Guo Zhan Ji - Yi Tong Zhong Yuan / Sangoku Senki Super Heroes (SANGO EX+) (ver. 201 'Yitong Zhongyuan')	China	Knights of Valour Super Heroes / San Guo Zhan Ji - Yi Tong Zhong Yuan / Sangoku Senki Super Heroes (SANGO EX+) (ver. 201 'Yitong Zhongyuan') (China)	alias
kozure.zip	Kozure Ookami	Kozure Ookami	Japan	Kozure Ookami (Japan)	alias
ktiger2.zip	Twin Cobra II	Kyukyoku Tiger II (Ver 2.1J 1995/11/30)	—	Kyukyoku Tiger II (Ver 2.1J 1995/11/30)	check
kungfum.zip	Kung-fu Master	Kung-Fu Master	World	Kung-Fu Master (World)	alias
kungfut.zip	Kung-fu Taikun	Kung-Fu Taikun (set 1)	—	Kung-Fu Taikun (set 1)	alias
kurikint.zip	Kuri Kinton	Kuri Kinton	World	Kuri Kinton (World)	alias
kyukaidk.zip	Kyuukai Douchuuki	Kyuukai Douchuuki (new version (Rev B))	Japan	Kyuukai Douchuuki (new version (Rev B)) (Japan)	alias
kyustrkr.zip	Last Striker 	Last Striker / Kyuukyoku no Striker	—	Last Striker / Kyuukyoku no Striker	alias
ladymstr.zip	Lady Master of Kung Fu	Lady Master of Kung Fu (rev 1)	—	Lady Master of Kung Fu (rev 1)	alias
landbrk.zip	Land Breaker	Land Breaker / Miss Tang Ja Ru Gi (pcb ver 3.02)	World	Land Breaker / Miss Tang Ja Ru Gi (pcb ver 3.02) (World)	alias
landmakr.zip	Land Maker	Land Maker (Ver 2.02O 1998/06/02)	—	Land Maker (Ver 2.02O 1998/06/02)	alias
lastblad.zip	The Last Blade	The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340)	—	The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340)	alias
lastbld2.zip	The Last Blade 2	The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430 ~ NGH-2430)	—	The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430 ~ NGH-2430)	alias
lastday.zip	The Last Day	The Last Day (set 1)	—	The Last Day (set 1)	alias
lastduel.zip	Last Duel	Last Duel (US New Ver.)	—	Last Duel (US New Ver.)	alias
lastfort.zip	Last Fortress - Toride	Last Fortress - Toride (VG420 PCB)	Japan	Last Fortress - Toride (VG420 PCB) (Japan)	alias
lasthope.zip	Last Hope	Last Hope (bootleg AES to MVS conversion, no coin support)	—	Last Hope (bootleg AES to MVS conversion, no coin support)	alias
lastkm.zip	Last Km	Last KM (ver 1.0.0275, checksum 13bff751, prototype)	—	Last KM (ver 1.0.0275, checksum 13bff751, prototype)	alias
lastmisn.zip	Last Mission	Last Mission (World revision 8)	—	Last Mission (World revision 8)	alias
lastsurv.zip	Last Survivor	Last Survivor (FD1094 317-0083)	Japan	Last Survivor (FD1094 317-0083) (Japan)	alias
lazybug.zip	lazybug	Lazy Bug	—	Lazy Bug	alias
lbowling.zip	League Bowling	League Bowling (NGM-019 ~ NGH-019)	—	League Bowling (NGM-019 ~ NGH-019)	alias
ldrun.zip	Lode Runner	Lode Runner (set 1)	—	Lode Runner (set 1)	alias
ldrun4.zip	Lode Runner IV - Teikoku Karano Dasshutsu	Lode Runner IV - Teikoku Karano Dasshutsu	Japan	Lode Runner IV - Teikoku Karano Dasshutsu (Japan)	alias
leds2011.zip	Led Storm Rally 2011	Led Storm Rally 2011	World	Led Storm Rally 2011 (World)	alias
legendoh.zip	Legend Of Heroes	Legend of Heroes	—	Legend of Heroes	alias
legendos.zip	Legend of Success Joe	Legend of Success Joe / Ashita no Joe Densetsu	—	Legend of Success Joe / Ashita no Joe Densetsu	alias
legion.zip	Legion: Spinner-87	Legion - Spinner-87 (World ver 2.03)	—	Legion - Spinner-87 (World ver 2.03)	alias
legionna.zip	Legionnaire	Legionnaire	World	Legionnaire (World)	alias
lethalen.zip	Lethal Enforcers	Lethal Enforcers (ver UAE, 11/19/92 15:04)	—	Lethal Enforcers (ver UAE, 11/19/92 15:04)	alias
lethalth.zip	Lethal Thunder	Lethal Thunder	World	Lethal Thunder (World)	alias
lghost.zip	Laser Ghost	Laser Ghost (FD1094 317-0166)	World	Laser Ghost (FD1094 317-0166) (World)	alias
lgtnfght.zip	Lightning Fighters	Lightning Fighters	World	Lightning Fighters (World)	alias
lhcdb.zip	Last Hope	Last Hope CD Beta (Neo CD conversion)	—	Last Hope CD Beta (Neo CD conversion)	alias
lightbr.zip	Light Bringer	Light Bringer (Ver 2.2O 1994/04/08)	—	Light Bringer (Ver 2.2O 1994/04/08)	alias
liquidk.zip	Liquid Kids	Liquid Kids	World	Liquid Kids (World)	alias
lkage.zip	The Legend of Kage	The Legend of Kage (rev 2)	—	The Legend of Kage (rev 2)	alias
llander.zip	Lunar Lander	Lunar Lander (rev 2)	—	Lunar Lander (rev 2)	alias
lnc.zip	Lock 'n' Chase	Lock'n'Chase	—	Lock'n'Chase	alias
lockon.zip	Lock-on	Lock-On (rev. E)	—	Lock-On (rev. E)	alias
lockonph.zip	Lock On	Lock On (Philko)	—	Lock On (Philko)	alias
locomotn.zip	Loco-motion	Loco-Motion	—	Loco-Motion	alias
loderndf.zip	Lode Runner: The Dig Fight	Lode Runner - The Dig Fight (ver. B)	—	Lode Runner - The Dig Fight (ver. B)	alias
loffire.zip	Line Of Fire / Bakudan Yarou	Line of Fire / Bakudan Yarou (FD1094 317-0136)	World	Line of Fire / Bakudan Yarou (FD1094 317-0136) (World)	alias
logicpr2.zip	Logic Pro 2	Logic Pro 2	Japan	Logic Pro 2 (Japan)	alias
loht.zip	Legend of Hero Tonma	Legend of Hero Tonma	World	Legend of Hero Tonma (World)	alias
lomakai.zip	Legend of Makai	Legend of Makai	World	Legend of Makai (World)	alias
looptris.zip	Looptris	Looptris (HB, v. 20211226)	—	Looptris (HB, v. 20211226)	alias
losttomb.zip	Lost Tomb	Lost Tomb (easy)	—	Lost Tomb (easy)	alias
lsasquad.zip	Land Sea Air Squad	Land Sea Air Squad / Riku Kai Kuu Saizensen	—	Land Sea Air Squad / Riku Kai Kuu Saizensen	alias
ltorb.zip	Jonas Indiana and the Lost Temple of RA	Jonas Indiana and the Lost Temple of RA (HB, ver. 20050717)	—	Jonas Indiana and the Lost Temple of RA (HB, ver. 20050717)	alias
ltswords.zip	Lightning Swords	Lightning Swords	World	Lightning Swords (World)	alias
lvgirl94.zip	Las Vegas Girl	Las Vegas Girl (Girl '94)	—	Las Vegas Girl (Girl '94)	alias
lwings.zip	Legendary Wings	Legendary Wings (rev. C)	USA	Legendary Wings (rev. C) (USA)	alias
m660.zip	Mission 660	Mission 660	USA	Mission 660 (USA)	alias
machbrkr.zip	Mach Breakers	Mach Breakers (MB2)	World	Mach Breakers (MB2) (World)	alias
macross2.zip	Super Spacefortress Macross II	Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II	—	Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II	alias
maddonna.zip	Mad Donna	Mad Donna (Tuning, set 1)	—	Mad Donna (Tuning, set 1)	alias
madgear.zip	Led Storm	Mad Gear	USA	Mad Gear (USA)	check
madmotor.zip	Mad Motor	Mad Motor (prototype, set 1)	—	Mad Motor (prototype, set 1)	alias
magerror.zip	Magical Error Wo Sagase	Magical Error wo Sagase	—	Magical Error wo Sagase	alias
magicbal.zip	Magicball Fighting	Magicball Fighting	Korea	Magicball Fighting (Korea)	alias
maglord.zip	Magician Lord	Magician Lord (NGM-005)	—	Magician Lord (NGM-005)	alias
magmax.zip	Mag Max	Mag Max (set 1)	—	Mag Max (set 1)	alias
mahoudai.zip	Sorcer Striker	Mahou Daisakusen	Japan	Mahou Daisakusen (Japan)	check
mahretsu.zip	Mahjong Kyo Retsuden	Mahjong Kyo Retsuden (NGM-004 ~ NGH-004)	—	Mahjong Kyo Retsuden (NGM-004 ~ NGH-004)	alias
mainevt.zip	The Main Event	The Main Event (4 Players ver. Y)	—	The Main Event (4 Players ver. Y)	alias
mainevt2p.zip	The Main Event	The Main Event (2 Players ver. X)	—	The Main Event (2 Players ver. X)	alias
mainsnk.zip	Main Event	Main Event (1984)	—	Main Event (1984)	alias
majtitl2.zip	Major Title 2	Major Title 2 (set 1)	World	Major Title 2 (set 1) (World)	alias
majtitle.zip	Major Title	Major Title	World	Major Title (World)	alias
maniach.zip	Mania Challenge	Mania Challenge (set 1)	—	Mania Challenge (set 1)	alias
mappy.zip	Mappy (US)	Mappy	USA	Mappy (USA)	alias
marblmd2.zip	Marble Man: Marble Madness II	Marble Madness II (prototype)	—	Marble Madness II (prototype)	alias
mariner.zip	800 Fathoms	Mariner	—	Mariner	check
mariog.zip	Mario Bros. (US, Revision G)	Mario Bros. (Revision G)	USA	Mario Bros. (Revision G) (USA)	alias
martmast.zip	Martial Masters	Martial Masters / Xing Yi Quan (ver. 104, 102, 102US)	—	Martial Masters / Xing Yi Quan (ver. 104, 102, 102US)	alias
marukin.zip	Super Marukin-ban	Super Marukin-Ban (Japan 911128)	—	Super Marukin-Ban (Japan 911128)	alias
marvland.zip	Marvel Land	Marvel Land	Japan	Marvel Land (Japan)	alias
mastboyo.zip	Master Boy	Master Boy (1987, Z80 hardware, Covielsa, set 1)	—	Master Boy (1987, Z80 hardware, Covielsa, set 1)	alias
masterw.zip	Master of Weapon	Master of Weapon	World	Master of Weapon (World)	alias
matrim.zip	Matrimelee	Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660 ~ NGH-2660)	—	Matrimelee / Shin Gouketsuji Ichizoku Toukon (NGM-2660 ~ NGH-2660)	alias
maxrpm.zip	Max Rpm	Max RPM (ver 2)	—	Max RPM (ver 2)	alias
mazeinv.zip	Maze Invaders	Maze Invaders (prototype)	—	Maze Invaders (prototype)	alias
mazinger.zip	Mazinger Z	Mazinger Z	World	Mazinger Z (World)	alias
mbombrd.zip	Muscle Bomber Duo : Ultimate Team Battle	Muscle Bomber Duo: Ultimate Team Battle (World 931206)	—	Muscle Bomber Duo: Ultimate Team Battle (World 931206)	alias
mchampdx.zip	Multi Champ Deluxe	Multi Champ Deluxe (ver. 0106, 06/01/2000)	—	Multi Champ Deluxe (ver. 0106, 06/01/2000)	alias
mechatt.zip	Mechanized Attack	Mechanized Attack	World	Mechanized Attack (World)	alias
megablst.zip	Mega Blast	Mega Blast	World	Mega Blast (World)	alias
megaman.zip	Mega Man: The Power Battle	Mega Man: The Power Battle (CPS1, USA 951006)	—	Mega Man: The Power Battle (CPS1, USA 951006)	alias
megaman2.zip	Mega Man 2: The Power Fighters	Mega Man 2: The Power Fighters (USA 960708)	—	Mega Man 2: The Power Fighters (USA 960708)	alias
megazone.zip	Mega Zone	Mega Zone (version L)	—	Mega Zone (version L)	alias
meijinsn.zip	Meijinsen	Meijinsen (set 1)	—	Meijinsen (set 1)	alias
meosism.zip	Meosis Magic	Meosis Magic	Japan	Meosis Magic (Japan)	alias
merlinmm.zip	Merlin's Money Maze	Merlins Money Maze	—	Merlins Money Maze	alias
metalb.zip	Metal Black	Metal Black	World	Metal Black (World)	alias
metamrph.zip	Metamorphic Force	Metamorphic Force (ver EAA)	—	Metamorphic Force (ver EAA)	alias
metlclsh.zip	Metal Clash	Metal Clash	Japan	Metal Clash (Japan)	alias
metlfrzr.zip	Metal Freezer	Metal Freezer	Japan	Metal Freezer (Japan)	alias
metlhawk.zip	Metal Hawk	Metal Hawk (Rev C)	—	Metal Hawk (Rev C)	alias
metmqstr.zip	Metamoqester	Metamoqester	World	Metamoqester (World)	alias
metrocrs.zip	Metro-cross	Metro-Cross (set 1)	—	Metro-Cross (set 1)	alias
mgakuen2.zip	Mahjong Gakuen 2 Gakuen-chou No Fukushuu	Mahjong Gakuen 2 Gakuen-chou no Fukushuu	—	Mahjong Gakuen 2 Gakuen-chou no Fukushuu	alias
mgcrystl.zip	Magical Crystals	Magical Crystals (92/01/10)	World	Magical Crystals (92/01/10) (World)	alias
mhavoc.zip	Major Havoc	Major Havoc (rev 3)	—	Major Havoc (rev 3)	alias
mia.zip	M.I.A.: Missing in Action	M.I.A. - Missing in Action (version T)	—	M.I.A. - Missing in Action (version T)	alias
midres.zip	Midnight Resistance	Midnight Resistance (set 1)	World	Midnight Resistance (set 1) (World)	alias
miexchng.zip	Money Puzzle Exchanger	Money Puzzle Exchanger / Money Idol Exchanger	—	Money Puzzle Exchanger / Money Idol Exchanger	alias
minasan.zip	Minasan no Okagesamadesu! Dai Sugoroku Taikai	Minasan no Okagesamadesu! Dai Sugoroku Taikai (MOM-001 ~ MOH-001)	—	Minasan no Okagesamadesu! Dai Sugoroku Taikai (MOM-001 ~ MOH-001)	alias
mirage.zip	Mirage Youjuu Mahjongden	Mirage Youjuu Mahjongden	Japan	Mirage Youjuu Mahjongden (Japan)	alias
mirninja.zip	Mirai Ninja	Mirai Ninja (set 1)	Japan	Mirai Ninja (set 1) (Japan)	alias
misncrft.zip	Mission Craft	Mission Craft (version 2.7)	—	Mission Craft (version 2.7)	alias
missile.zip	Missile Command	Missile Command (rev 3, A035467-02/04 PCBs)	—	Missile Command (rev 3, A035467-02/04 PCBs)	alias
missw02d.zip	Miss World 2002	Miss World 2002 (Daigom license)	—	Miss World 2002 (Daigom license)	alias
missw96.zip	Miss World '96	Miss World '96 (Nude) (C-3000A PCB, set 1)	—	Miss World '96 (Nude) (C-3000A PCB, set 1)	alias
mj4simai.zip	Wakakusamonogatari Mahjong Yonshimai	Wakakusamonogatari Mahjong Yonshimai	Japan	Wakakusamonogatari Mahjong Yonshimai (Japan)	alias
mjgtaste.zip	Mahjong G-taste	Mahjong G-Taste	—	Mahjong G-Taste	alias
mjkjidai.zip	Mahjong Kyou Jidai	Mahjong Kyou Jidai	Japan	Mahjong Kyou Jidai (Japan)	alias
mjnquest.zip	Mahjong Quest	Mahjong Quest	Japan	Mahjong Quest (Japan)	alias
mk.zip	Mortal Kombat	Mortal Kombat (rev 5.0 T-Unit 03/19/93)	—	Mortal Kombat (rev 5.0 T-Unit 03/19/93)	alias
mk2.zip	Mortal Kombat 2	Mortal Kombat II (rev L3.1)	—	Mortal Kombat II (rev L3.1)	alias
mk3.zip	Mortal Kombat 3	Mortal Kombat 3 (rev 2.1)	—	Mortal Kombat 3 (rev 2.1)	alias
mmatrix.zip	Mars Matrix: Hyper Solid Shooting	Mars Matrix: Hyper Solid Shooting (USA 000412)	—	Mars Matrix: Hyper Solid Shooting (USA 000412)	alias
mmaulers.zip	Monster Maulers	Monster Maulers (ver EAA)	—	Monster Maulers (ver EAA)	alias
mmaze.zip	Marchen Maze	Marchen Maze	Japan	Marchen Maze (Japan)	alias
mmpork.zip	Muchi Muchi Pork!	Muchi Muchi Pork! (2007/ 4/17 MASTER VER.)	—	Muchi Muchi Pork! (2007/ 4/17 MASTER VER.)	alias
mofflott.zip	Maze Of Flott	Maze of Flott	Japan	Maze of Flott (Japan)	alias
moguchan.zip	Mogu Chan	Mogu Chan (bootleg?)	—	Mogu Chan (bootleg?)	alias
mogura.zip	Mogura Desse	Mogura Desse	Japan	Mogura Desse (Japan)	alias
momoko.zip	Momoko 120%	Momoko 120% (Japanese text)	—	Momoko 120% (Japanese text)	alias
monymony.zip	Money Money	Money Money (set 1)	—	Money Money (set 1)	alias
moomesa.zip	Wild West C.o.w.-boys Of Moo Mesa	Wild West C.O.W.-Boys of Moo Mesa (ver EAB)	—	Wild West C.O.W.-Boys of Moo Mesa (ver EAB)	alias
mooncrst.zip	Moon Cresta	Moon Cresta (Nichibutsu)	—	Moon Cresta (Nichibutsu)	alias
moonwarp.zip	Moon War	Moon War (prototype on Frenzy hardware)	—	Moon War (prototype on Frenzy hardware)	alias
moshougi.zip	Syougi No Tatsujin - Master of Syougi	Shougi no Tatsujin - Master of Shougi	—	Shougi no Tatsujin - Master of Shougi	alias
mpang.zip	Mighty! Pang	Mighty! Pang (Europe 001010)	—	Mighty! Pang (Europe 001010)	alias
mrgoemon.zip	Mr. Goemon	Mr. Goemon	Japan	Mr. Goemon (Japan)	alias
mrjong.zip	Mr. Jong	Mr. Jong	Japan	Mr. Jong (Japan)	alias
mrkicker.zip	Mr. Kicker	Mr. Kicker (F-E1-16-010 PCB)	—	Mr. Kicker (F-E1-16-010 PCB)	alias
mrviking.zip	Mister Viking	Mister Viking (315-5041)	—	Mister Viking (315-5041)	alias
ms5pcb.zip	Metal Slug 5	Metal Slug 5 (JAMMA PCB)	—	Metal Slug 5 (JAMMA PCB)	alias
msgogo.zip	Mouse Shooter Gogo	Mouse Shooter GoGo	—	Mouse Shooter GoGo	alias
msh.zip	Marvel Super Heroes	Marvel Super Heroes (Europe 951024)	—	Marvel Super Heroes (Europe 951024)	alias
mshuttle.zip	Moon Shuttle	Moon Shuttle (US? set 1)	—	Moon Shuttle (US? set 1)	alias
mshvsf.zip	Marvel Super Heroes vs. Street Fighter	Marvel Super Heroes Vs. Street Fighter (Europe 970625)	—	Marvel Super Heroes Vs. Street Fighter (Europe 970625)	alias
mslider.zip	Monster Slider	Monster Slider	Japan	Monster Slider (Japan)	alias
mslug2.zip	Metal Slug 2 - Super Vehicle-001/II	Metal Slug 2 - Super Vehicle-001/II (NGM-2410 ~ NGH-2410)	—	Metal Slug 2 - Super Vehicle-001/II (NGM-2410 ~ NGH-2410)	alias
mslug3.zip	Metal Slug 3	Metal Slug 3 (NGM-2560)	—	Metal Slug 3 (NGM-2560)	alias
mslug3b6.zip	Metal Slug 6	Metal Slug 6 (bootleg of Metal Slug 3)	—	Metal Slug 6 (bootleg of Metal Slug 3)	alias
mslug3x.zip	Metal Slug 3	Metal Slug 3X (Release)	—	Metal Slug 3X (Release)	alias
mslug4.zip	Metal Slug 4	Metal Slug 4 (NGM-2630)	—	Metal Slug 4 (NGM-2630)	alias
mslug5.zip	Metal Slug 5	Metal Slug 5 (NGM-2680)	—	Metal Slug 5 (NGM-2680)	alias
mslugx.zip	Metal Slug X - Super Vehicle-001	Metal Slug X - Super Vehicle-001 (NGM-2500 ~ NGH-2500)	—	Metal Slug X - Super Vehicle-001 (NGM-2500 ~ NGH-2500)	alias
mspactwin.zip	Ms Pac Man Twin	Ms Pac Man Twin (Argentina, set 1)	—	Ms Pac Man Twin (Argentina, set 1)	alias
mstworld.zip	Monsters World	Monsters World (bootleg of Super Pang)	—	Monsters World (bootleg of Super Pang)	alias
msword.zip	Magic Sword: Heroic Fantasy	Magic Sword: Heroic Fantasy (World 900725)	—	Magic Sword: Heroic Fantasy (World 900725)	alias
mtlchamp.zip	Martial Champion	Martial Champion (ver EAB)	—	Martial Champion (ver EAB)	alias
mtwins.zip	Mega Twins	Mega Twins (World 900619)	—	Mega Twins (World 900619)	alias
multchmp25.zip	Multi Champ (World, ver. 2.5)	Multi Champ (ver. 2.5)	World	Multi Champ (ver. 2.5) (World)	alias
mushisam.zip	Mushihime-Sama	Mushihime-Sama (2004/10/12.MASTER VER.)	—	Mushihime-Sama (2004/10/12.MASTER VER.)	alias
mushitam.zip	Puzzle! Mushihime-Tama	Puzzle! Mushihime-Tama (2005/09/09.MASTER VER)	—	Puzzle! Mushihime-Tama (2005/09/09.MASTER VER)	alias
mustache.zip	Mustache Boy	Mustache Boy	Japan	Mustache Boy (Japan)	alias
mutantf.zip	Mutant Fighter	Mutant Fighter (World ver EM-5)	—	Mutant Fighter (World ver EM-5)	alias
mutnat.zip	Mutation Nation	Mutation Nation (NGM-014 ~ NGH-014)	—	Mutation Nation (NGM-014 ~ NGH-014)	alias
mvp.zip	MVP (set 2, US) (FD1094 317-0143)	MVP (set 2) (FD1094 317-0143)	USA	MVP (set 2) (FD1094 317-0143) (USA)	alias
